Relation	Sentence	NER1	NER2
award_received	<e1>Rigoberta Menchú</e1> was awarded the 1992 <e2>Nobel Peace Prize</e2> for her work in favor of broader social justice.	PERSON	OTHER
award_received	In 1997, <e1>Ken Perlin</e1> of the Mathematical Applications Group, Inc. won an <e2>Academy Award for Technical Achievement</e2> for his invention of Perlin noise for "Tron".	PERSON	OTHER
award_received	Maivia was posthumously inducted into the <e2>WWE Hall of Fame</e2>, along with his son-in-law <e1>Rocky Johnson</e1>, in 2008 by his grandson Dwayne Johnson.	PERSON	OTHER
award_received	<e1>Lady Bird Johnson</e1> was awarded the <e2>Presidential Medal of Freedom</e2> by President Gerald Ford on January 10, 1977.	PERSON	OTHER
award_received	<e1>François Sonkin</e1> (14 July 1922 - 24 December 2010) was a French writer, and winner of the <e2>Prix Femina</e2>, 1978, for "Un amour de père".	PERSON	OTHER
award_received	As a teaching fellow at Harvard, he shared an office and friendship with <e1>Henry Kissinger</e1>, later to receive the <e2>Nobel Peace Prize</e2> as U.S. Secretary of State.	PERSON	OTHER
award_received	During this time, the IAEA and its Director General <e1>Mohamed ElBaradei</e1> received the <e2>Nobel Peace Prize</e2>.	PERSON	OTHER
award_received	The institution has also produced a <e2>Nobel Peace Prize</e2> recipient, <e1>Cordell Hull</e1>, who served as Secretary of State from March 1933 to November 1944.	PERSON	OTHER
award_received	The awarding of the <e2>Nobel Prize in Literature</e2> to <e1>Isaac Bashevis Singer</e1> in 1978 helped cement his reputation as one of the great writers of world literature.	PERSON	OTHER
award_received	His father was <e2>Nobel Peace Prize</e2> winner <e1>Christian Lous Lange</e1> and his great-grandfather was the historian Christian C. A. Lange.	PERSON	OTHER
award_received	On February 25, 2008, Johnson was announced as an inductee into the <e2>WWE Hall of Fame</e2> along with his father-in-law, "High Chief" <e1>Peter Maivia</e1>.	PERSON	OTHER
award_received	Five Sakharov laureates were subsequently awarded the <e2>Nobel Peace Prize</e2>: Nelson Mandela, Aung San Suu Kyi, Malala Yousafzai, <e1>Denis Mukwege</e1>, and Nadia Murad.	PERSON	OTHER
award_received	<e1>Nancy Reagan</e1> was awarded the <e2>Presidential Medal of Freedom</e2>, the nation's highest civilian honor, by President George W. Bush on July 9, 2002.	PERSON	OTHER
award_received	In 1927, the <e2>Nobel Peace Prize</e2> was awarded to him jointly with <e1>Ludwig Quidde</e1>.	PERSON	OTHER
award_received	<e1>Sergei Novikov</e1>, a mathematician and a <e2>Fields medal</e2>ist, is his step-brother.	PERSON	OTHER
award_received	At the end of his service, <e1>Shmuel Eyal</e1> was awarded Officer of the Most Excellent <e2>Order of the British Empire</e2> by the Queen of the United Kingdom, Elizabeth II for his work in advancing the commerce between Israel and Britain.	PERSON	OTHER
award_received	The poetry of <e1>Erik Axel Karlfeldt</e1> was awarded the <e2>Nobel Prize in Literature</e2> in 1931.	PERSON	OTHER
award_received	<e1>Olsen Brothers</e1> went on to win that year's <e2>Eurovision Song Contest</e2> in Stockholm, Denmark's second Eurovision win and first in thirty-seven years.	PERSON	OTHER
award_received	<e1>Malala Yousafzai</e1>, <e2>Nobel Peace Prize</e2> winner in a said in a 2017 interview that:	PERSON	OTHER
award_received	Among them are the <e2>Fields medal</e2>ists <e1>Pierre Deligne</e1>, Laurent Lafforgue, Jean-Christophe Yoccoz, Wendelin Werner and Ngô Bảo Châu.	PERSON	OTHER
award_received	<e1>Alexandre Jardin</e1> (born 14 April 1965) is a French writer, film director and winner of the <e2>Prix Femina</e2>, 1988, for "Le Zèbre".	PERSON	OTHER
award_received	One key leader was <e1>Norman Borlaug</e1>, the "Father of the Green Revolution", who received the <e2>Nobel Peace Prize</e2> in 1970.	PERSON	OTHER
award_received	The most notable of these was the writer <e1>Ivo Andrić</e1>, who was awarded the <e2>Nobel Prize in Literature</e2> in 1961.	PERSON	OTHER
award_received	On March 16, 2009, it was announced that the <e1>Von Erich family</e1> would be inducted (as a group) into the <e2>WWE Hall of Fame</e2>.	PERSON	OTHER
award_received	The writer <e1>Henri Bachelin</e1> (1879–1941), winner of the 1918 <e2>Prix Femina</e2> for "Le Serviteur", was born in Lormes.	PERSON	OTHER
award_received	He received the <e2>Nobel Peace Prize</e2> in 1927 with the German professor <e1>Ludwig Quidde</e1>.	PERSON	OTHER
award_received	The best known of these is <e1>Samuel Beckett</e1> (1906–1989), who won the <e2>Nobel Prize in Literature</e2> in 1969.	PERSON	OTHER
award_received	In April 2013, Stevie Ray inducted <e1>Booker T</e1> into the <e2>WWE Hall of Fame</e2>.	PERSON	OTHER
award_received	Also the <e2>Nobel Prize in Physics</e2> was awarded to <e1>John Bardeen</e1> twice, and the Nobel Prize in Chemistry to Frederick Sanger.	PERSON	OTHER
award_received	Grameen check was pioneered by <e1>Grameen Bank</e1> founder and <e2>Nobel Peace Prize</e2> winner Dr. Muhammad Yunus.	PERSON	OTHER
award_received	The <e2>Nobel Prize in Literature</e2> 2005: <e1>Harold Pinter</e1>.	PERSON	OTHER
award_received	In 2018, the duo was inducted into <e2>WWE Hall of Fame</e2>, joining Sting, <e1>Kurt Angle</e1> and Jeff Jarrett (the latter also inducted the same year) as being inducted into both the TNA (now Impact Wrestling) and WWE Halls of Fame.	PERSON	OTHER
award_received	Persons associated with it historically include <e2>Nobel Peace Prize</e2> winners Alfred Hermann Fried and Bertha von Suttner, as well as Ludwig Quidde, Richard Grelling and <e1>Carl von Ossietzky</e1>.	PERSON	OTHER
award_received	<e1>Martti Ahtisaari</e1> (<e2>Nobel Peace Prize</e2>, 2008)	PERSON	OTHER
award_received	The Camp David Accords were signed September 17, 1978, and within months, <e1>Menachem Begin</e1> and Anwar Sadat were jointly awarded the <e2>Nobel Peace Prize</e2>.	PERSON	OTHER
award_received	American Dr.<e1>Ralph Bunche</e1>, who drafted the UN treaty for Sharett's office, received the <e2>Nobel Peace Prize</e2>.	PERSON	OTHER
award_received	Other notable wrestlers that have appeared for Chaotic Wrestling include Brutus Beefcake, King Kong Bundy, and <e2>WWE Hall of Fame</e2>rs Bret Hart, Tito Santana, Jimmy Snuka, and <e1>Ricky Steamboat</e1>.	PERSON	OTHER
award_received	The winner of the 2007 <e2>Miles Franklin Literary Award</e2>, <e1>Alexis Wright</e1>, is a UWS Postdoctoral Research Fellow.	PERSON	OTHER
award_received	In autumn 1922 <e1>Fridtjof Nansen</e1> was awarded the <e2>Nobel Peace Prize</e2>.	PERSON	OTHER
award_received	In 2015, <e1>The Bushwhackers</e1> were inducted into the <e2>WWE Hall of Fame</e2> by John Laurinaitis.	PERSON	OTHER
award_received	She was honored at Berea College alongside the <e2>Nobel Peace Prize</e2> winner Archbishop <e1>Desmond Tutu</e1>.	PERSON	OTHER
award_received	At the <e2>Filmfare Awards</e2>, Hrithik <e1>Roshan</e1> won the Best Actor, out of five total nominations for the film.	PERSON	OTHER
award_received	The city has a square of ancient trees, which displays sculptures that honor <e1>Gabriela Mistral</e1>, who was awarded the <e2>Nobel Prize in Literature</e2>.	PERSON	OTHER
award_received	Its first coordinator was <e1>Adolfo Pérez Esquivel</e1>, who received the <e2>Nobel Peace Prize</e2> in 1980.	PERSON	OTHER
award_received	<e1>Max Planck</e1> received the 1918 <e2>Nobel Prize in Physics</e2> "in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta".	PERSON	OTHER
award_received	<e1>Michel Dard</e1> (1908, Pas-de-Calais – 3 July 1979) was a French writer and winner of the <e2>Prix Femina</e2>, 1973, for "Juan Maldonne".	PERSON	OTHER
award_received	She is credited with introducing <e1>Linus Pauling</e1> to the field of peace studies, for which he received the 1962 <e2>Nobel Peace Prize</e2>.	PERSON	OTHER
award_received	Hume and <e1>David Trimble</e1> won the <e2>Nobel Peace Prize</e2> in 1998 for their efforts.	PERSON	OTHER
award_received	He was the founder of <e1>International Committee of the Red Cross</e1> (ICRC) and the recipient of the first <e2>Nobel Peace Prize</e2>.	PERSON	OTHER
award_received	In 2008, <e1>Kent Martinussen</e1> became Knight of the <e2>Order of the Dannebrog</e2>.	PERSON	OTHER
award_received	The film was nominated for <e2>Academy Awards</e2> for Best Cinematography, Black-and-White (<e1>James Wong Howe</e1>), Best Director and Best Picture.	PERSON	OTHER
award_received	<e1>Brendan Coyle</e1> received a <e2>Laurence Olivier Award</e2> in 1999 for his performance in Conor McPherson's "The Weir" and won a New York Critics Theater World Award for Outstanding Broadway Debut for the same play in its New York production.	PERSON	OTHER
award_received	In 2016, Folta was awarded the Borlaug CAST Communication Award by the Council for Agricultural Science and Technology (CAST), named after fellow agricultural biologist and 1970 <e2>Nobel Peace Prize</e2> winner <e1>Norman Borlaug</e1>.	PERSON	OTHER
award_received	On March 31, 2007, Austin inducted <e1>Jim Ross</e1> into the <e2>WWE Hall of Fame</e2>.	PERSON	OTHER
award_received	In 1982 he was awarded the <e2>Laurence Olivier Award</e2> for "Best Actor in a New Play" (1981 theatre season), for his performance in "<e1>Children of a Lesser God</e1>".	PERSON	OTHER
award_received	<e1>Elena Paparizou</e1> won the <e2>Eurovision Song Contest</e2> 2005 representing Greece with "My Number One".	PERSON	OTHER
award_received	In Polish literature magic realism is represented by <e1>Olga Tokarczuk</e1>, <e2>Nobel Prize in Literature</e2> laureate.	PERSON	OTHER
award_received	The concept was pioneered by <e1>Muhammad Yunus</e1>, the founder of Grameen Bank in Bangladesh and winner of the 2006 <e2>Nobel Peace Prize</e2>.	PERSON	OTHER
award_received	<e1>Arnold Schwarzenegger</e1> also was featured at the event, first as part of the "Terminator Genisys" themed grand entrance of Triple H, and later being recognized as part of the 2015 <e2>WWE Hall of Fame</e2> class as a celebrity wing inductee.	PERSON	OTHER
award_received	He won (with <e1>Louis Renault</e1>) the <e2>Nobel Peace Prize</e2> in 1907.	PERSON	OTHER
award_received	Dawes and Sir <e1>Austen Chamberlain</e1> shared the <e2>Nobel Peace Prize</e2>.	PERSON	OTHER
award_received	She is also well-known as the mentor of <e2>Nobel Peace Prize</e2> laureate <e1>Malala Yousafzai</e1>.	PERSON	OTHER
award_received	The writer <e1>Knut Hamsun</e1>, winner of the 1920 <e2>Nobel Prize in Literature</e2>, grew up in Hamarøy.	PERSON	OTHER
award_received	Fong was raised by cinematographer <e1>James Wong Howe</e1>, A.S.C., who worked on over 130 movies, won 2 <e2>Academy Awards</e2> and received 16 Academy Awards Nominations.	PERSON	OTHER
award_received	In 2018, the duo was inducted into <e2>WWE Hall of Fame</e2>, joining Sting, Kurt Angle and <e1>Jeff Jarrett</e1> (the latter also inducted the same year) as being inducted into both the TNA (now Impact Wrestling) and WWE Halls of Fame.	PERSON	OTHER
nominated_for	<e1>Ida Noddack</e1> was nominated three times for the <e2>Nobel Prize in Chemistry</e2> due to her discovery of rhenium and masurium.	PERSON	OTHER
nominated_for	Icelandic and Swedish Pirate Party MPs nominated Manning and fellow whistleblower <e1>Edward Snowden</e1> for the 2014 <e2>Nobel Peace Prize</e2>.	PERSON	OTHER
nominated_for	In 1926 Henrik Schück, a member of the Swedish Academy, nominated <e1>Deledda</e1> for the <e2>Nobel Prize in Literature</e2>.	PERSON	OTHER
nominated_for	It won the César Award for Most Promising Actor (Mathieu Amalric) and was also nominated for <e2>Most Promising Actress</e2> (<e1>Emmanuelle Devos</e1> and Jeanne Balibar).	PERSON	OTHER
nominated_for	The album's lead single "<e1>My Name Is Human</e1>" reached No. 1 on Billboard's Mainstream Rock chart, the band's first single to do so, and was nominated for Best Rock Song at the 59th Annual <e2>Grammy Award</e2>s.	PERSON	OTHER
nominated_for	In 1961, the Nobel Committee awarded him the <e2>Nobel Prize in Literature</e2>, selecting him over writers such as J. R. R. Tolkien, Robert Frost, <e1>John Steinbeck</e1> and E. M. Forster.	PERSON	OTHER
nominated_for	He received a nomination for the <e2>Academy Award for Best Picture</e2> for "<e1>Mutiny on the Bounty</e1>" (1962) starring Marlon Brando.	PERSON	OTHER
nominated_for	<e1>Libeled Lady</e1> was nominated for the <e2>Academy Award for Best Picture</e2>.	PERSON	OTHER
nominated_for	In 1901 he and the Russian diplomat <e1>Friedrich Martens</e1> were nominated for the <e2>Nobel Peace Prize</e2> for the initiative to convene the Hague Peace Conference and contributing to its implementation.	PERSON	OTHER
nominated_for	Two of the films he produced there, "A Letter to Three Wives" (1949) and "<e1>Three Coins in the Fountain</e1>" (1954), were nominated for the <e2>Academy Award for Best Picture</e2>.	PERSON	OTHER
nominated_for	<e1>David Copperfield</e1> was nominated for three Academy Awards, including <e2>Academy Award for Best Picture</e2> (losing out to "Mutiny on the Bounty"), Best Film Editing (Robert J. Kern), and Best Assistant Director (Joseph M. Newman), and was nominated for the Mussolini Cup for Best Foreign Film at the Venice Film Festival (losing out to "Anna Karenina").	PERSON	OTHER
nominated_for	It was nominated for the <e2>César Award for Most Promising Actress</e2> for <e1>Isabelle Carré</e1> and Elsa Zylberstein.	PERSON	OTHER
nominated_for	In 1961, the Nobel Committee awarded him the <e2>Nobel Prize in Literature</e2>, selecting him over writers such as J. R. R. Tolkien, Robert Frost, John Steinbeck and <e1>E. M. Forster</e1>.	PERSON	OTHER
nominated_for	Bragg was joint winner with his son, <e1>Lawrence Bragg</e1>, of the <e2>Nobel Prize in Physics</e2> in 1915: ""For their services in the analysis of crystal structure by means of X-ray"".	PERSON	OTHER
nominated_for	<e1>The Thin Man</e1> became one of the year's biggest hits, and was nominated for the <e2>Academy Award for Best Picture</e2>.	PERSON	OTHER
nominated_for	For this film, <e1>Josiane Balasko</e1> received her third nomination for the <e2>César Award for Best Actress</e2>.	PERSON	OTHER
nominated_for	<e1>Here Comes the Navy</e1> was nominated for the <e2>Academy Award for Best Picture</e2>.	PERSON	OTHER
nominated_for	He conceived the story for, co-wrote and co-produced the 2000 film "<e1>Gladiator</e1>", for which he was nominated for the Academy Award for <e2>Best Original Screenplay</e2> and won the Academy Award for Best Picture.	PERSON	OTHER
nominated_for	He was nominated for the <e2>Academy Award for Best Picture</e2> for the film "<e1>Z</e1>" (1969), which he helped produce.	PERSON	OTHER
nominated_for	Considered one of the best films of all time, "<e1>Amadeus</e1>" was nominated for 53 awards and received 40, including eight Academy Awards (as well as the Academy Award for Best Picture), four BAFTA Awards, four Golden Globe Awards, and a Directors Guild of America award. , it is the most recent film to have more than one nomination in the <e2>Academy Award for Best Actor</e2> category.	PERSON	OTHER
nominated_for	<e1>Peace on Earth</e1> was nominated for the 1939 Academy Award for Short Subjects (Cartoons), as well as for the <e2>Nobel Peace Prize</e2>.	PERSON	OTHER
nominated_for	Bowra was an important champion of <e1>Boris Pasternak</e1>, lecturing on his work and nominating him repeatedly for the <e2>Nobel Prize in Literature</e2>.	PERSON	OTHER
nominated_for	In 1997, "<e1>Shine</e1>" received the studio's first nomination for the <e2>Academy Award for Best Picture</e2> and their second film to win an Academy Award with Geoffrey Rush's win for Academy Award for Best Actor.	PERSON	OTHER
nominated_for	Italian photochemist <e1>Giacomo Luigi Ciamician</e1> (1857–1922), “the founder of green chemistry,” nominated five times (1917, 1918, 1919, 1920, and 1921) for the <e2>Nobel Prize in Chemistry</e2>.	PERSON	OTHER
nominated_for	In 1997, Sakai was nominated for an <e2>Academy Award for Best Picture</e2> for his work on the film "<e1>Jerry Maguire</e1>" (1996).	PERSON	OTHER
nominated_for	Moving to Beverly Hills in 1928, he worked with Howard Hughes on the silent film version of "<e1>The Racket</e1>", one of the first films nominated for the <e2>Academy Award for Best Picture</e2> (then called "Best Picture, Production") in 1929.	PERSON	OTHER
nominated_for	<e1>Trader Horn</e1> was nominated for the <e2>Academy Award for Best Picture</e2> in 1931.	PERSON	OTHER
nominated_for	Their 1934 production, "<e1>The House of Rothschild</e1>" was nominated for an <e2>Academy Award for Best Picture</e2>.	PERSON	OTHER
nominated_for	<e1>Imitation of Life</e1> was nominated for an <e2>Academy Award for Best Picture</e2>, but it did not win.	PERSON	OTHER
nominated_for	American Graffiti was nominated for the <e2>Academy Award for Best Picture</e2> but lost to "<e1>The Sting</e1>".	PERSON	OTHER
nominated_for	In 1905 together with Henryk Sienkiewicz and Leo Tolstoy, <e1>Eliza Orzeszkowa</e1> was nominated for the <e2>Nobel Prize in Literature</e2>.	PERSON	OTHER
nominated_for	Successful from the very beginning, their 1934 film "<e1>The House of Rothschild</e1>" was nominated for <e2>Academy Award for Best Picture</e2>.	PERSON	OTHER
father	On March 3, 2017, French newspaper Le Monde reported that Fredericks was under investigation for a $299,300 USD payment from Pamodzi Sports Consulting, a company owned by <e1>Papa Massata Diack</e1> (the son of disgraced former IAAF head <e2>Lamine Diack</e2>, who is currently facing corruption charges in France).	PERSON	PERSON
father	Plato also describes Achaemenes as son of the Greek god, <e1>Perseus</e1>, son of <e2>Zeus</e2>.	PERSON	PERSON
father	Michel Charles-Émile Trudeau (October 2, 1975 – November 13, 1998) was the youngest son of Canadian Prime Minister <e2>Pierre Trudeau</e2> and Margaret Trudeau and the younger brother of current Prime Minister <e1>Justin Trudeau</e1>.	PERSON	PERSON
father	<e1>Aeacus</e1> was the son of <e2>Zeus</e2> by Aegina, a daughter of the river-god Asopus, and thus, brother of Damocrateia.	PERSON	PERSON
father	The work was dedicated to King <e1>Ferdinand I of the Two Sicilies</e1> and was first performed at the Teatro San Carlo in Naples on 20 January 1767, the birthday of his father, King <e2>Charles III of Spain</e2>.	PERSON	PERSON
father	She was married to Orchomenus, son of Zeus and the Danaid Isonoe, but had a son <e1>Minyas</e1> with <e2>Poseidon</e2>.	PERSON	PERSON
father	<e1>Dryops</e1> was the son of the river god Spercheus and the Danaid Polydora, or of <e2>Apollo</e2> by Dia, daughter of King Lycaon of Arcadia.	PERSON	PERSON
father	By 1011 he had been made governor of Herat by <e2>Sabuktigin</e2>'s son, <e1>Mahmud of Ghazni</e1>.	PERSON	PERSON
father	<e1>Lamprocles</e1> () was <e2>Socrates</e2>' and Xanthippe's eldest son.	PERSON	PERSON
father	<e1>Titus van Rijn</e1> was born in Amsterdam on September 22, 1641, the fourth child of the famed artist <e2>Rembrandt</e2> van Rijn and his wife Saskia van Uylenburgh.	PERSON	PERSON
father	Ibáñez was succeeded by <e1>Jorge Alessandri</e1> Rodriguez, the son of his arch-enemy <e2>Arturo Alessandri</e2>.	PERSON	PERSON
father	<e1>Bertha</e1> (c. 780 – after 11 March 824) was the seventh child and third daughter of <e2>Charlemagne</e2>, King of the Franks, by his second wife, Hildegard of the Vinzgau.	PERSON	PERSON
father	In the "Iliad", <e1>Aphrodite</e1> is described as the daughter of <e2>Zeus</e2> and Dione.	PERSON	PERSON
father	They were founded in 1922 and named after <e1>Urania</e1>, the daughter of <e2>Zeus</e2>.	PERSON	PERSON
father	<e1>Sandip Ray</e1>, son of director <e2>Satyajit Ray</e2> directed another sequel named "Goopy Bagha Phire Elo".	PERSON	PERSON
father	A member of the Piast dynasty, he was a son of <e1>Siemomysł</e1>, and a grandson of <e2>Lestek</e2>.	PERSON	PERSON
father	<e1>Mao Anqing</e1> (; 23 November 1924 – 23 March 2007) was the last surviving son of <e2>Mao Zedong</e2>, chairman of the People's Republic of China.	PERSON	PERSON
father	Samia is the second child of <e2>Kwame Nkrumah</e2>, Ghana's first President, and Fathia Nkrumah, Samia has two brothers: Gamal Nkrumah, <e1>Sekou Nkrumah</e1>.	PERSON	PERSON
father	King <e2>Saul</e2> initially offered David his oldest daughter, <e1>Merab</e1>.	PERSON	PERSON
father	The racing driver <e2>Graham Hill</e2> lived at Mill Hill for much of his adult life, along with his son <e1>Damon Hill</e1>.	PERSON	PERSON
father	The genus is named for <e1>Helen of Troy</e1>, daughter of <e2>Zeus</e2> and Leda.	PERSON	PERSON
father	His brothers could be <e1>Cydon</e1>, Amphithemis, Oaxes, Miletus, Phylacides and Phylander who were called offspring of <e2>Apollo</e2> and Acacallis.	PERSON	PERSON
father	<e1>Richard of Normandy</e1> (c. 1054 to between 1069 and 1075) was the second son of <e2>William the Conqueror</e2>, King of England, and Matilda of Flanders.	PERSON	PERSON
father	<e1>Eumolpus</e1> was the son of <e2>Poseidon</e2> (Neptune in Roman tradition) and Chione.	PERSON	PERSON
father	He was the son of Soviet politician Andrei Zhdanov and a former husband of <e2>Joseph Stalin</e2>'s daughter, <e1>Svetlana Alliluyeva</e1>.	PERSON	PERSON
father	<e1>Deimos</e1> was the son of <e2>Ares</e2> and Aphrodite.	PERSON	PERSON
father	<e1>Sithon</e1> was the son of either <e2>Poseidon</e2> and Ossa or of Ares and Anchiroe.	PERSON	PERSON
father	According to Homeric Hymn III to Delian Apollo, Hera detained <e1>Eileithyia</e1> to prevent Leto from going into labor with Artemis and Apollo, since the father was <e2>Zeus</e2>.	PERSON	PERSON
father	He was the son of composer <e1>Carl Philipp Emanuel Bach</e1> and the grandson of composer <e2>Johann Sebastian Bach</e2>.	PERSON	PERSON
father	English adventurer Charlie Boorman and <e1>Peter Hillary</e1>, son of <e2>Edmund Hillary</e2> visited the village in 2008.	PERSON	PERSON
father	Robert I (died 1107) was an Italo-Norman nobleman, the eldest son of <e1>Geoffrey of Hauteville</e1>, one of the elder sons of <e2>Tancred of Hauteville</e2>.	PERSON	PERSON
father	Imam Ali was married to <e1>Fatimah</e1> al-Zaharai, the daughter of the Islamic Prophet <e2>Muhammad</e2>.	PERSON	PERSON
father	She married <e1>André Langevin</e1>, French physicist <e2>Paul Langevin</e2>'s son.	PERSON	PERSON
father	The current leader is Kim Jong-un, the late president <e2>Kim Il-sung</e2>'s grandson and son of deceased leader <e1>Kim Jong-il</e1>.	PERSON	PERSON
father	<e1>Marina Berlusconi</e1> is the daughter of <e2>Silvio Berlusconi</e2> with his first wife Carla Elvira Lucia Dall'Oglio, and is the elder sister of the businessman Pier Silvio Berlusconi.	PERSON	PERSON
father	According to the inscriptions found within it, it was built by the Indian princess <e1>Charumati</e1>, daughter of Indian Emperor <e2>Ashoka</e2>, who was married to a Nepalese prince in Kathmandu.	PERSON	PERSON
father	Ben Domenech became engaged in July 2017 to <e1>Meghan McCain</e1>, the daughter of the late U.S. Senator <e2>John McCain</e2>.	PERSON	PERSON
father	The leaders of the DPRK have been <e2>Kim Il-sung</e2>, his son <e1>Kim Jong-il</e1>, and his grandson Kim Jong-Un.	PERSON	PERSON
father	Publius Septimius Geta (fl. 2nd century, c. 110 – 171) was the father of the emperor Lucius <e2>Septimius Severus</e2>, father-in-law of the Roman empress Julia Domna and the paternal grandfather of Roman emperors <e1>Caracalla</e1> and Geta.	PERSON	PERSON
father	In 1910, <e1>George V</e1> became king on the death of his father, <e2>Edward VII</e2>, and reigned throughout the war.	PERSON	PERSON
father	<e1>Menexenus</e1> (; ) was one of the three sons of <e2>Socrates</e2> and Xanthippe.	PERSON	PERSON
father	A branch of the House of Poitiers settled in the Holy Land, founded by <e1>Raymond of Poitiers</e1> (1115-1149), a younger son of <e2>William IX</e2> of Aquitaine, from whom descended the last princes of Antioch and counts of Tripoli.	PERSON	PERSON
father	In Greek mythology, Ialmenus or Ialmenos (Ancient Greek: Ἰάλμενος) was a son of <e2>Ares</e2> and Astyoche, and twin brother of <e1>Ascalaphus</e1>.	PERSON	PERSON
father	<e1>Hulagu Khan</e1>, third son of <e2>Tolui</e2>, grandson of Genghis Khan, and brother of both Möngke Khan and Kublai Khan, was the first khan of the Ilkhanate.	PERSON	PERSON
father	<e1>Wilhelm, German Crown Prince</e1> (; 6 May 1882 – 20 July 1951) was the eldest child and heir of the last German Emperor, <e2>Wilhelm II</e2>, and the last Crown Prince of the German Empire and the Kingdom of Prussia.	PERSON	PERSON
father	<e1>Picus</e1> was also said to be the son of <e2>Mars</e2>, rather than Saturn.	PERSON	PERSON
father	Elisabeth's father Prince Frederick was the eldest son of <e1>Prince Charles of Prussia</e1>, who in turn was a younger son of <e2>Frederick William III of Prussia</e2>.	PERSON	PERSON
father	It was founded in 1931 by <e1>Francis Cleveland</e1>, the son of twenty-second president <e2>Grover Cleveland</e2>.	PERSON	PERSON
father	<e1>Hyrieus</e1> was the son of Alcyone and <e2>Poseidon</e2>, brother of Hyperenor and Aethusa.	PERSON	PERSON
father	He was the son of singer and actor <e2>Frank Sinatra</e2> and his first wife, Nancy Barbato Sinatra, the younger brother of singer and actress <e1>Nancy Sinatra</e1>, and the older brother of television producer Tina Sinatra.	PERSON	PERSON
father	<e1>Li Na</e1> (daughter of <e2>Mao Zedong</e2>)	PERSON	PERSON
father	Alexander Duff, 6th Earl of Fife married <e1>Louise, Princess Royal</e1>, eldest daughter of <e2>Edward VII</e2>.	PERSON	PERSON
father	<e1>Eugene Scalia</e1>, a son of the late U.S. Supreme Court Justice <e2>Antonin Scalia</e2>, has served as Secretary of Labor since September 30, 2019.	PERSON	PERSON
father	The father of <e1>Orpheus</e1> was sometimes given as <e2>Apollo</e2>.	PERSON	PERSON
father	He was a son of <e1>Miran Shah</e1> and a grandson of <e2>Timur</e2>.	PERSON	PERSON
father	The chain of events began with the death of <e1>Mostafa Khomeini</e1>, chief aide and eldest son of <e2>Ruhollah Khomeini</e2>.	PERSON	PERSON
father	In 1382, Emperor John V Palaiologos ceded the town, along with Heraclea, Rhaidestos, and Selymbria, to his son <e2>Andronikos IV Palaiologos</e2> and his grandson <e1>John VII Palaiologos</e1>.	PERSON	PERSON
father	John V married <e1>Helena Kantakouzene</e1>, daughter of his co-emperor <e2>John VI Kantakouzenos</e2> and Irene Asanina, on 28 May 1347.	PERSON	PERSON
father	During the outbreak of the Korean War, Ri Ul-sol was responsible for the care of Kim Jong-il and <e1>Kim Kyong-hui</e1>, the children of <e2>Kim Il-sung</e2>.	PERSON	PERSON
father	He was the son of King Manuel I and <e1>Maria of Aragon</e1>, the third daughter of King <e2>Ferdinand II of Aragon</e2> and Queen Isabella I of Castile.	PERSON	PERSON
father	<e1>Tamar</e1>, daughter of <e2>David IV of Georgia</e2>	PERSON	PERSON
father	One of his most familiar compositions is "Fuga in C-dur für Orgel ("Fanfare" Fugue)," which was formerly attributed to <e2>Johann Sebastian Bach</e2> and then to his son <e1>Carl Philipp Emanuel Bach</e1>.	PERSON	PERSON
father	Omar bin Osama bin Mohammed bin Awad bin Laden (, "ʿUmar bin ʾUsāmah bin Muḥammad bin ʿAwaḍ bin Lādin"; born March 1, 1981), better known as <e1>Omar bin Laden</e1>, is one of the sons of <e2>Osama bin Laden</e2> and his first wife and first cousin Najwa Ghanem (see Bin Laden family).	PERSON	PERSON
father	With <e2>Cadmus</e2>, she was the mother of <e1>Ino</e1>, Polydorus, Autonoë, Agave, and Semele.	PERSON	PERSON
father	<e1>Patrick Bouvier Kennedy</e1> (August 7, 1963 – August 9, 1963) was the infant child of United States President <e2>John F. Kennedy</e2> and First Lady Jacqueline Kennedy.	PERSON	PERSON
father	They migrated from there to Haemonia (later called Thessaly), where they "drove out the barbarian inhabitants" and divided the country into Phthiotis, Achaia, and Pelasgiotis, named after <e1>Achaeus</e1>, Phthius and Pelasgus, "the sons of Larissa and <e2>Poseidon</e2>."	PERSON	PERSON
father	<e1>Perseus</e1> was born the son of the Greek god <e2>Zeus</e2>.	PERSON	PERSON
father	In 1625, Prince Hushang Mirza, the second son of <e1>Prince Daniyal</e1> Mirza, and the grandson of <e2>Akbar</e2>, paid homage at the court.	PERSON	PERSON
father	The prosecutor in the trial was <e1>John Van Buren</e1>, son of former U.S. President <e2>Martin Van Buren</e2>.	PERSON	PERSON
father	He was the father of the second U.S. President, <e2>John Adams</e2> Jr., and grandfather of the sixth President, <e1>John Quincy Adams</e1>.	PERSON	PERSON
father	Hagar gave birth to <e2>Abraham</e2>'s firstborn son <e1>Ishmael</e1>.	PERSON	PERSON
father	<e1>Hamnet Shakespeare</e1> (1585–1596) was the only son of English playwright <e2>William Shakespeare</e2>.	PERSON	PERSON
father	<e1>Xiong Qu</e1> succeeded his father <e2>Xiong Yang</e2>.	PERSON	PERSON
